real_cod,predicted_cod
60.16214813,87.16214812999999
36.44661433,19.446614330000003
44.28855177,46.28855177
52.95290369,70.95290369
93.74033372,98.74033372
54.85212343,81.85212343
78.73205511,67.73205511
78.73205511,92.73205511
78.57644087,52.57644087
89.90494986,87.90494986
63.6649491,87.6649491
72.62027968,70.62027968
56.18885178,43.18885178
103.3228547,75.3228547
91.85652704,97.85652704
54.49246879,58.49246879
61.11052919,40.11052919
53.54119063,61.54119063
62.0045632,66.0045632
33.27929799,35.27929799
64.36859318,70.36859318
67.87849673,85.87849673
68.79744324,56.79744324000001
65.90985037,52.90985037
82.75327777,53.75327777
56.02909753,63.02909753
70.07270036,47.07270036
88.89255531,86.89255531
77.50819277,53.508192769999994
94.94910831,69.94910831
56.46038632,59.46038632
91.6809313,97.6809313
70.7142255,89.7142255
73.82455574,72.82455574
73.82455574,88.82455574
32.68185115,17.68185115
70.31269587,60.31269587
54.91394346,76.91394346
61.58137809,83.58137809
59.73043815,58.73043815
54.01311185,55.01311185
58.65852985,29.65852985
75.37640814,95.37640814
48.35725675,46.35725675
48.35725675,54.35725675
41.12138241,52.12138241
66.82012406,91.82012406
60.05829023,74.05829023
47.01288944,41.01288944
78.93309631,73.93309631
80.60477634,91.60477634
69.29225204,42.292252039999994
95.38266214,109.38266214
68.47419413,96.47419413
55.5289486,28.5289486
76.31069468,105.31069468
66.03724574,61.03724574
87.08391927,75.08391927
60.77385711,30.77385711
53.30375957,34.30375957
82.05440434,92.05440434
104.3732501,95.3732501
48.35824968,75.35824968
108.2652268,130.2652268
55.50773876,62.50773876
66.86450108,68.86450108
69.01623971,81.01623971
69.01623971,63.016239709999994
49.65855359,30.658553589999997
58.35685104,79.35685104000001
60.43501604,79.43501604
74.71867577,86.71867577
76.09446944,95.09446944
76.09446944,70.09446944
75.90307215,58.90307215
75.25621195,54.256211949999994
77.87921906,89.87921906
51.48535051,47.48535051
60.43603209,67.43603209
67.64606592,53.64606592
65.49992502,66.49992502
57.82202269,77.82202269
57.82202269,29.822022689999997
46.62929867,37.62929867
86.30823645,64.30823645
86.30823645,77.30823645
46.34586378,40.34586378
51.53496489,67.53496489
69.67003777,47.67003776999999
74.19399492,53.193994919999994
58.76861279,82.76861278999999
61.07370993,83.07370993
60.0778524,81.0778524
92.64338257,75.64338257
57.6830675,72.68306749999999
85.11419625,97.11419625
44.1493478,37.1493478
64.23094246,39.230942459999994
33.38035359,10.380353589999999
51.55946462,65.55946462
53.14497859,34.14497859
69.04715948,41.047159480000005
99.99628571,74.99628571
75.55521877,78.55521877
57.15095807,47.15095807
75.6713294,103.6713294
75.57505559,95.57505559
87.83904965,113.83904965
77.37381255,77.37381255
49.90089917,43.90089917
55.98979616,42.98979616
68.82704725,41.82704725000001
62.55789982,38.55789982
33.56304028,42.56304028
47.93510493,50.93510493
57.3655411,30.3655411
23.075806,12.075806
61.79901424,59.79901424
60.45776434,68.45776434
59.99855416,56.99855416
36.33519851,44.33519851
61.36442099,74.36442099
68.38761309,50.38761309
58.83920331,54.83920331
59.65920946,82.65920946
74.40270156,65.40270156
69.50852573,64.50852573
84.93140178,83.93140178
91.06635625,77.06635625
39.49726396,16.497263959999998
54.08109392,42.08109392
74.99251991,55.99251991
58.21980043,86.21980042999999
41.75372741,42.75372741
49.58557272,76.58557272
47.64001392,68.64001392
64.39052126,64.39052126
64.39052126,86.39052126
74.43538862,92.43538862
70.20673966,49.20673966
69.59080593,53.59080593
32.92072036,23.920720359999997
