real_cod,predicted_cod
25.5872,30.185370701448576
49.7674,35.42678893907466
49.1354,32.72704423437179
45.7133,25.94627732318658
23.8893,32.816191955885714
38.4926,34.80972452512989
25.3508,38.37152057360192
42.8149,35.022797710362404
21.8228,32.60638082073354
24.1469,36.46670065669101
43.9699,35.35979567283662
26.6769,32.690930539942485
21.1781,27.770111007496666
45.7951,33.77455464047422
39.8176,34.717809772650156
45.6353,32.380767468995465
37.8993,30.934501269139073
43.0188,35.078738587151236
28.2014,32.268982272040425
43.3048,32.56658741359464
41.3138,32.05367693997515
43.2491,26.24855056021153
22.3307,26.299349335622136
23.3522,31.85548298247303
27.3195,36.834423346596445
32.3059,34.823502926656374
27.322,36.89881637345534
22.6818,38.44709751658775
21.4972,34.12011662926814
38.1243,32.107653797933416
35.8833,32.12540466912678
44.6618,31.740548122810573
33.2272,31.111944261788718
35.1209,33.41431238664505
39.3255,38.724450846419394
40.3839,36.07711922566481
31.690899999999996,31.3205386507466
30.3252,34.754960446602716
48.764,36.3669499365354
29.7371,39.73403705138504
34.2237,43.285838512847015
25.9877,44.42518240845525
47.9309,36.5923935544265
39.931,33.6598927803969
37.5022,31.15862961960342
41.3256,36.44645236719456
20.2241,40.46610397533076
29.6502,36.61244677537675
48.264,31.06697657934879
38.0447,27.436077380184688
30.0919,38.399870872718004
25.4234,24.830818713213176
22.1134,33.92164607375171
28.9857,30.000002953531084
34.8451,30.565633677576297
43.6294,34.8758179864239
25.3052,34.31441058273847
33.8639,34.51828197452719
33.2145,38.20990687603159
34.4399,37.127626562350386
43.5968,35.86718224269389
34.937,37.75750003391584
31.047900000000002,34.473809207072065
29.0264,32.18883195743659
29.4125,29.141735178133843
41.7376,26.85356985945464
21.7104,37.882215950554794
28.0662,37.31261627495559
27.1045,38.010391410029776
33.5931,40.01788632067079
41.9565,39.25759116363498
44.5185,36.72824178863634
